PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Maine,2024,12,X,1.90359,X,X,X,X,X,X,278,50,14604
States,Maryland,2024,12,X,3.22249,X,X,X,X,X,X,1538,69,47727
States,Massachusetts,2024,12,X,3.26665,X,X,X,X,X,X,2812,105,86082
States,Michigan,2024,12,X,4.17969,X,X,X,X,X,X,5962,284,142642
States,Minnesota,2024,12,X,1.89191,X,X,X,X,X,X,670,71,35414
States,Mississippi,2024,12,X,2.97601,X,X,X,X,X,X,397,29,13340
States,Missouri,2024,12,X,1.8051,X,X,X,X,X,X,517,41,28641
States,Montana,2024,12,X,1.30129,X,X,X,X,X,X,85,28,6532
States,Nebraska,2024,12,X,5.12418,X,X,X,X,X,X,848,90,16549
States,Nevada,2024,12,X,2.16426,X,X,X,X,X,X,1033,64,47730
States,New Hampshire,2024,12,X,1.61768,X,X,X,X,X,X,131,21,8098
States,New Jersey,2024,12,X,5.07578,X,X,X,X,X,X,1410,31,27779
States,New Mexico,2024,12,X,6.45161,X,X,X,X,X,X,1506,41,23343
States,New York,2024,12,X,1.78796,X,X,X,X,X,X,908,96,50784
States,North Carolina,2024,12,X,2.0041,X,X,X,X,X,X,1819,134,90764
States,North Dakota,2024,12,X,4.53529,X,X,X,X,X,X,142,9,3131
States,Ohio,2024,12,X,4.02126,X,X,X,X,X,X,1407,70,34989
States,Oklahoma,2024,12,X,2.67837,X,X,X,X,X,X,580,42,21655
States,Oregon,2024,12,X,1.75297,X,X,X,X,X,X,741,86,42271
States,Pennsylvania,2024,12,X,1.76681,X,X,X,X,X,X,1195,99,67636
States,Rhode Island,2024,12,X,1.97013,X,X,X,X,X,X,277,22,14060
States,South Carolina,2024,12,X,2.90406,X,X,X,X,X,X,939,38,32334
States,South Dakota,2024,12,X,2.63181,X,X,X,X,X,X,299,32,11361
States,Tennessee,2024,12,X,2.93347,X,X,X,X,X,X,963,96,32828
States,Texas,2024,12,X,3.44646,X,X,X,X,X,X,1638,50,47527
States,Utah,2024,12,X,1.77424,X,X,X,X,X,X,348,48,19614
States,Vermont,2024,12,X,0.79094,X,X,X,X,X,X,44,13,5563
States,Virginia,2024,12,X,3.35215,X,X,X,X,X,X,3849,184,114822
States,Washington,2024,12,X,1.74396,X,X,X,X,X,X,1320,109,75690
States,West Virginia,2024,12,X,2.24434,X,X,X,X,X,X,336,54,14971
States,Wisconsin,2024,12,X,2.20372,X,X,X,X,X,X,630,61,28588
States,Wyoming,2024,12,X,5.6338,X,X,X,X,X,X,176,18,3124
States,Commonwealth of the Northern Mariana Islands,2024,12,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2024,12,X,4.88492,X,X,X,X,X,X,104,6,2129
States,Virgin Islands,2024,12,X,1.5233,X,X,X,X,X,X,17,4,1116
States,New York City,2024,12,X,5.89199,X,X,X,X,X,X,6724,101,114121
States,Alabama,2024,13,X,2.54668,X,X,X,X,X,X,1012,107,39738
States,Alaska,2024,13,X,2.72259,X,X,X,X,X,X,111,12,4077
States,Arizona,2024,13,X,2.09573,X,X,X,X,X,X,1627,119,77634
States,Arkansas,2024,13,X,2.33521,X,X,X,X,X,X,327,48,14003
States,California,2024,13,X,3.70072,X,X,X,X,X,X,9875,200,266840
States,Colorado,2024,13,X,2.73282,X,X,X,X,X,X,1322,97,48375
States,Connecticut,2024,13,X,2.46686,X,X,X,X,X,X,1042,69,42240
States,Delaware,2024,13,X,1.50041,X,X,X,X,X,X,165,21,10997
States,District of Columbia,2024,13,X,6.6153,X,X,X,X,X,X,498,7,7528
States,Florida,2024,13,X,3.29686,X,X,X,X,X,X,8347,354,253180
States,Georgia,2024,13,X,3.23499,X,X,X,X,X,X,2330,100,72025
States,Hawaii,2024,13,X,2.68255,X,X,X,X,X,X,734,40,27362
States,Idaho,2024,13,X,1.15169,X,X,X,X,X,X,117,30,10159
States,Illinois,2024,13,X,2.2081,X,X,X,X,X,X,1557,177,70513
States,Indiana,2024,13,X,2.45265,X,X,X,X,X,X,1765,156,71963
States,Iowa,2024,13,X,3.00679,X,X,X,X,X,X,124,13,4124
States,Kansas,2024,13,X,2.04137,X,X,X,X,X,X,379,35,18566
States,Kentucky,2024,13,X,2.47267,X,X,X,X,X,X,968,86,39148
States,Louisiana,2024,13,X,2.82051,X,X,X,X,X,X,1177,87,41730
States,Maine,2024,13,X,2.00279,X,X,X,X,X,X,287,46,14330
States,Maryland,2024,13,X,2.73695,X,X,X,X,X,X,1242,68,45379
States,Massachusetts,2024,13,X,3.27593,X,X,X,X,X,X,2821,105,86113
States,Michigan,2024,13,X,4.07127,X,X,X,X,X,X,5676,284,139416
States,Minnesota,2024,13,X,1.81388,X,X,X,X,X,X,582,72,32086
States,Mississippi,2024,13,X,3.41901,X,X,X,X,X,X,415,28,12138
States,Missouri,2024,13,X,1.91466,X,X,X,X,X,X,468,41,24443
States,Montana,2024,13,X,1.29596,X,X,X,X,X,X,86,28,6636
States,Nebraska,2024,13,X,4.94935,X,X,X,X,X,X,772,89,15598
States,Nevada,2024,13,X,2.14884,X,X,X,X,X,X,991,64,46118
States,New Hampshire,2024,13,X,1.66926,X,X,X,X,X,X,150,22,8986
States,New Jersey,2024,13,X,4.64675,X,X,X,X,X,X,1272,30,27374
States,New Mexico,2024,13,X,5.66785,X,X,X,X,X,X,1259,40,22213
States,New York,2024,13,X,1.83164,X,X,X,X,X,X,928,94,50665
States,North Carolina,2024,13,X,2.01983,X,X,X,X,X,X,1776,131,87928
States,North Dakota,2024,13,X,4.90838,X,X,X,X,X,X,150,9,3056
States,Ohio,2024,13,X,3.7989,X,X,X,X,X,X,1274,68,33536
States,Oklahoma,2024,13,X,2.15625,X,X,X,X,X,X,605,47,28058
States,Oregon,2024,13,X,1.60432,X,X,X,X,X,X,636,85,39643
States,Pennsylvania,2024,13,X,1.68787,X,X,X,X,X,X,1097,97,64993
